 - - - - - - - - - - - - - 0

 0| 49   
 1| 69   
 2| 50   
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   
 98| 60   
 99| 24   
    _   _
    a   b
                    top a:   0
                    top b:   99
                    elems a: 100
                    elems b: 0

pb - - - - - - - - - - - - - 1

 0|     
 1| 69   
 2| 50   
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   
 98| 60   
 99| 24   49
    _   _
    a   b
                    top a:   1
                    top b:   99
                    elems a: 99
                    elems b: 1

pb - - - - - - - - - - - - - 2

 0|     
 1|     
 2| 50   
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   
 98| 60   69
 99| 24   49
    _   _
    a   b
                    top a:   2
                    top b:   98
                    elems a: 98
                    elems b: 2

rb - - - - - - - - - - - - - 3

 0|     
 1|     
 2| 50   
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   
 98| 60   49
 99| 24   69
    _   _
    a   b
                    top a:   2
                    top b:   98
                    elems a: 98
                    elems b: 2

pb - - - - - - - - - - - - - 4

 0|     
 1|     
 2|     
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   50
 98| 60   49
 99| 24   69
    _   _
    a   b
                    top a:   3
                    top b:   97
                    elems a: 97
                    elems b: 3

rrb - - - - - - - - - - - - - 5

 0|     
 1|     
 2|     
 3| 21   
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   
 97| 18   69
 98| 60   50
 99| 24   49
    _   _
    a   b
                    top a:   3
                    top b:   97
                    elems a: 97
                    elems b: 3

pb - - - - - - - - - - - - - 6

 0|     
 1|     
 2|     
 3|     
 4| 40   
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   
 96| 94   21
 97| 18   69
 98| 60   50
 99| 24   49
    _   _
    a   b
                    top a:   4
                    top b:   96
                    elems a: 96
                    elems b: 4

pb - - - - - - - - - - - - - 7

 0|     
 1|     
 2|     
 3|     
 4|     
 5| 84   
 6| 46   
 7| 14   
 8| 71   
 9| 32   
 10| 3   
 11| 98   
 12| 90   
 13| 8   
 14| 86   
 15| 20   
 16| 73   
 17| 54   
 18| 22   
 19| 28   
 20| 99   
 21| 70   
 22| 72   
 23| 96   
 24| 67   
 25| 61   
 26| 10   
 27| 57   
 28| 19   
 29| 56   
 30| 9   
 31| 5   
 32| 26   
 33| 83   
 34| 12   
 35| 2   
 36| 93   
 37| 64   
 38| 15   
 39| 65   
 40| 47   
 41| 75   
 42| 91   
 43| 34   
 44| 37   
 45| 95   
 46| 13   
 47| 81   
 48| 44   
 49| 63   
 50| 23   
 51| 25   
 52| 27   
 53| 30   
 54| 41   
 55| 79   
 56| 51   
 57| 62   
 58| 55   
 59| 97   
 60| 17   
 61| 48   
 62| 74   
 63| 87   
 64| 68   
 65| 80   
 66| 43   
 67| 11   
 68| 36   
 69| 53   
 70| 66   
 71| 85   
 72| 77   
 73| 52   
 74| 92   
 75| 38   
 76| 76   
 77| 7   
 78| 16   
 79| 45   
 80| 33   
 81| 59   
 82| 1   
 83| 6   
 84| 42   
 85| 82   
 86| 4   
 87| 100   
 88| 58   
 89| 39   
 90| 31   
 91| 29   
 92| 78   
 93| 89   
 94| 88   
 95| 35   40
 96| 94   21
 97| 18   69
 98| 60   50
 99| 24   49
    _   _
    a   b
                    top a:   5
                    top b:   95
                    elems a: 95
                    elems b: 5

ra - - - - - - - - - - - - - 8

 0|     
 1|     
 2|     
 3|     
 4|     
 5| 46   
 6| 14   
 7| 71   
 8| 32   
 9| 3   
 10| 98   
 11| 90   
 12| 8   
 13| 86   
 14| 20   
 15| 73   
 16| 54   
 17| 22   
 18| 28   
 19| 99   
 20| 70   
 21| 72   
 22| 96   
 23| 67   
 24| 61   
 25| 10   
 26| 57   
 27| 19   
 28| 56   
 29| 9   
 30| 5   
 31| 26   
 32| 83   
 33| 12   
 34| 2   
 35| 93   
 36| 64   
 37| 15   
 38| 65   
 39| 47   
 40| 75   
 41| 91   
 42| 34   
 43| 37   
 44| 95   
 45| 13   
 46| 81   
 47| 44   
 48| 63   
 49| 23   
 50| 25   
 51| 27   
 52| 30   
 53| 41   
 54| 79   
 55| 51   
 56| 62   
 57| 55   
 58| 97   
 59| 17   
 60| 48   
 61| 74   
 62| 87   
 63| 68   
 64| 80   
 65| 43   
 66| 11   
 67| 36   
 68| 53   
 69| 66   
 70| 85   
 71| 77   
 72| 52   
 73| 92   
 74| 38   
 75| 76   
 76| 7   
 77| 16   
 78| 45   
 79| 33   
 80| 59   
 81| 1   
 82| 6   
 83| 42   
 84| 82   
 85| 4   
 86| 100   
 87| 58   
 88| 39   
 89| 31   
 90| 29   
 91| 78   
 92| 89   
 93| 88   
 94| 35   
 95| 94   40
 96| 18   21
 97| 60   69
 98| 24   50
 99| 84   49
    _   _
    a   b
                    top a:   5
                    top b:   95
                    elems a: 95
                    elems b: 5

pb - - - - - - - - - - - - - 9

 0|     
 1|     
 2|     
 3|     
 4|     
 5|     
 6| 14   
 7| 71   
 8| 32   
 9| 3   
 10| 98   
